item,itemLabel,startDate,endDate
Q7492021,Тулеубек Абдикадирович Абдикадиров,1990-04,1992-11
,Еркешбай Жайлаубаевич Дербисов,1992-11,1994-10
Q4341461,Александр Сергеевич Павлов,1994-10,1998-02
Q2226968,Сауат Мухаметбаевич Мынбаев,1998-02,1999-01
Q4178101,Ораз Алиевич Жандосов,1999-01,1999-10
Q4177075,Мажит Тулеубекович Есенбаев,1999-10,2002-01-29
Q4341461,Александр Сергеевич Павлов,2002-08,2003-06
Q4167136,Ерболат Аскарбекович Досаев,2003-06,2004-04-05
Q4170676,Арман Галиаскарович Дунаев,2004-04-05,2006-01-18
Q4233034,Наталья Артемовна Коржова,2006-01-18,2007-11-14
Q527123,Болат Бидахметович Жамишев,2007-11-13,2013-11-06
Q4445713,Бахыт Турлыханович Султанов,2013-11-06,2018-09-11
Q56825894,Алихан Асханович Смаилов,2018-09-18,2020-05-18
Q97185700,Ерулан Кенжебекович Жамаубаев,2020-05-18,
